Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
13264,53083,55117.0,10700,1075.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
13266,53083,55117.0,10700,1062.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
13267,53083,55117.0,10700,2065.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
13269,53083,55117.0,10700,2003.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
13277,53083,55117.0,10700,1075.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
13286,53083,55117.0,10700,2014.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
15217,53083,55117.0,10700,1011.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
17671,53083,55117.0,10700,2003.0,Assigned,55117010700,55117.0,WI,Sheboygan County,55117010700.0,1.0,93.20060923,6.799390775,Urban,Urban,Match
2000,53051,55133.0,200201,2005.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
2272,53051,55133.0,200201,2031.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
3032,53051,55133.0,200201,2031.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
3636,53051,55133.0,200201,2031.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
3909,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
4990,53051,55133.0,200201,2031.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
9295,53051,55133.0,200201,2021.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
15472,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
18039,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
18278,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
18279,53051,55133.0,200201,2023.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
18951,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
20139,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
20792,53051,55133.0,200201,1000.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
20916,53051,55133.0,200201,1009.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
22211,53051,55133.0,200201,2031.0,Assigned,55133200201,55133.0,WI,Waukesha County,55133200201.0,1.0,93.40478153,6.595218467,Urban,Urban,Match
728,53022,55131.0,470203,2004.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
953,53022,55131.0,470203,1010.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
5782,53022,55131.0,470203,2020.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
11481,53022,55131.0,470203,3008.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
15237,53022,55131.0,470203,1002.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
16519,53022,55131.0,470203,2004.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
17262,53022,55131.0,470203,3001.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
18932,53022,55131.0,470203,1010.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
19169,53022,55131.0,470203,1010.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
20350,53022,55131.0,470203,3001.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
22217,53022,55131.0,470203,2009.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
22218,53022,55131.0,470203,1009.0,Assigned,55131470203,55131.0,WI,Washington County,55131470203.0,1.0,93.43675418,6.563245823,Urban,Urban,Match
2295,54904,55139.0,1803,2026.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
2385,54904,55139.0,1803,2035.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
3789,54904,55139.0,1803,3018.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
4338,54904,55139.0,1803,1002.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
4340,54904,55139.0,1803,1002.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
4358,54904,55139.0,1803,1002.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
4821,54904,55139.0,1803,3007.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
5255,54904,55139.0,1803,2035.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
5269,54904,55139.0,1803,3018.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
11438,54904,55139.0,1803,3002.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
17224,54904,55139.0,1803,2042.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
18867,54904,55139.0,1803,2048.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
18868,54904,55139.0,1803,2033.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19058,54904,55139.0,1803,3018.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19433,54904,55139.0,1803,3018.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19486,54904,55139.0,1803,3002.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19488,54904,55139.0,1803,2033.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19585,54904,55139.0,1803,2010.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19587,54904,55139.0,1803,2042.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19670,54904,55139.0,1803,1013.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
19811,54904,55139.0,1803,3007.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
20529,54904,55139.0,1803,1013.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
20622,54904,55139.0,1803,1011.0,Assigned,55139001803,55139.0,WI,Winnebago County,55139001803.0,1.0,93.5308642,6.469135802,Urban,Urban,Match
5281,54501,55085.0,971500,3011.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
7058,54501,55085.0,971500,1037.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
7673,54501,55085.0,971500,2018.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
11460,54501,55085.0,971500,1034.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
11528,54501,55085.0,971500,1027.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
17790,54501,55085.0,971500,3029.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
21699,54501,55085.0,971500,2012.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
22303,54501,55085.0,971500,2028.0,Assigned,55085971500,55085.0,WI,Oneida County,55085971500.0,7.0,93.53305785,6.466942149,Urban,Urban,Match
6009,53589,55025.0,12201,1001.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
6184,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
6302,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
6361,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
6511,53589,55025.0,12201,2044.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
6684,53589,55025.0,12201,1016.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
7496,53589,55025.0,12201,2025.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
7514,53589,55025.0,12201,2025.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9047,53589,55025.0,12201,1001.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9308,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9335,53589,55025.0,12201,2044.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9437,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9464,53589,55025.0,12201,2044.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9544,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9550,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9598,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9600,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9601,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9629,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9686,53589,55025.0,12201,1027.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9695,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9774,53589,55025.0,12201,2012.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
9880,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
11174,53589,55025.0,12201,1016.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12175,53589,55025.0,12201,2025.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12189,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12237,53589,55025.0,12201,1015.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12279,53589,55025.0,12201,1015.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12692,53589,55025.0,12201,2011.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12793,53589,55025.0,12201,1012.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12901,53589,55025.0,12201,2012.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
12991,53589,55025.0,12201,2009.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
13837,53589,55025.0,12201,2029.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
13933,53589,55025.0,12201,2025.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
13974,53589,55025.0,12201,2025.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
14180,53589,55025.0,12201,1018.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
14259,53589,55025.0,12201,2033.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
14265,53589,55025.0,12201,2033.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
14399,53589,55025.0,12201,2011.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
15243,53589,55025.0,12201,2011.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
15301,53589,55025.0,12201,2011.0,Assigned,55025012201,55025.0,WI,Dane County,55025012201.0,1.0,93.72750643,6.272493573,Urban,Urban,Match
3399,53549,55055.0,101100,1001.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
3401,53549,55055.0,101100,1001.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
3536,53549,55055.0,101100,1018.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
3734,53549,55055.0,101100,1001.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
4013,53549,55055.0,101100,3011.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
4816,53549,55055.0,101100,3021.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
6819,53549,55055.0,101100,1018.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
6831,53549,55055.0,101100,3021.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
7428,53549,55055.0,101100,3006.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
8493,53549,55055.0,101100,3000.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
9279,53549,55055.0,101100,1026.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
13702,53549,55055.0,101100,3004.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
13820,53549,55055.0,101100,2014.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
15235,53549,55055.0,101100,3011.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
16692,53549,55055.0,101100,3004.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
18803,53549,55055.0,101100,2037.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
19732,53549,55055.0,101100,1000.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
20890,53549,55055.0,101100,2037.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
22082,53549,55055.0,101100,2016.0,Assigned,55055101100,55055.0,WI,Jefferson County,55055101100.0,4.0,93.75714612,6.242853876,Urban,Urban,Match
3390,53583,55111.0,700,1016.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
7583,53583,55111.0,700,1064.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
8401,53583,55111.0,700,1099.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
10881,53583,55111.0,700,1030.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
11191,53583,55111.0,700,1017.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
11526,53583,55111.0,700,1036.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
12754,53583,55111.0,700,1075.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
13144,53583,55111.0,700,1009.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
13145,53583,55111.0,700,1070.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
13292,53583,55111.0,700,1021.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
13310,53583,55111.0,700,1081.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
13383,53583,55111.0,700,1018.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
14172,53583,55111.0,700,1094.0,Assigned,55111000700,55111.0,WI,Sauk County,55111000700.0,7.0,93.80654141,6.193458594,Urban,Urban,Match
11687,54313,55009.0,940002,1029.0,Assigned,55009940002,55009.0,WI,Brown County,55009940002.0,1.0,93.89101745,6.108982546,Urban,Urban,Match
17420,54313,55009.0,940002,2024.0,Assigned,55009940002,55009.0,WI,Brown County,55009940002.0,1.0,93.89101745,6.108982546,Urban,Urban,Match
19847,54313,55009.0,940002,1008.0,Assigned,55009940002,55009.0,WI,Brown County,55009940002.0,1.0,93.89101745,6.108982546,Urban,Urban,Match
2478,54913,55087.0,12504,2013.0,Assigned,55087012504,55087.0,WI,Outagamie County,55087012504.0,1.0,93.94235467,6.057645335,Urban,Urban,Match
8445,54913,55087.0,12504,1034.0,Assigned,55087012504,55087.0,WI,Outagamie County,55087012504.0,1.0,93.94235467,6.057645335,Urban,Urban,Match
18225,54913,55087.0,12504,2008.0,Assigned,55087012504,55087.0,WI,Outagamie County,55087012504.0,1.0,93.94235467,6.057645335,Urban,Urban,Match
14295,54880,55031.0,20700,2021.0,Assigned,55031020700,55031.0,WI,Douglas County,55031020700.0,1.0,94.06619385,5.933806147,Urban,Urban,Match
18391,54880,55031.0,20700,2029.0,Assigned,55031020700,55031.0,WI,Douglas County,55031020700.0,1.0,94.06619385,5.933806147,Urban,Urban,Match
21737,54880,55031.0,20700,2023.0,Assigned,55031020700,55031.0,WI,Douglas County,55031020700.0,1.0,94.06619385,5.933806147,Urban,Urban,Match
3833,53089,55133.0,203404,2013.0,Assigned,55133203404,55133.0,WI,Waukesha County,55133203404.0,1.0,94.08976861,5.910231391,Urban,Urban,Match
15317,53089,55133.0,203404,1002.0,Assigned,55133203404,55133.0,WI,Waukesha County,55133203404.0,1.0,94.08976861,5.910231391,Urban,Urban,Match
20033,53089,55133.0,203404,2028.0,Assigned,55133203404,55133.0,WI,Waukesha County,55133203404.0,1.0,94.08976861,5.910231391,Urban,Urban,Match
21409,53089,55133.0,203404,2007.0,Assigned,55133203404,55133.0,WI,Waukesha County,55133203404.0,1.0,94.08976861,5.910231391,Urban,Urban,Match
21862,53089,55133.0,203404,2030.0,Assigned,55133203404,55133.0,WI,Waukesha County,55133203404.0,1.0,94.08976861,5.910231391,Urban,Urban,Match
272,54901,55139.0,1600,1025.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
11122,54901,55139.0,1600,1065.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
11132,54901,55139.0,1600,2044.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
11186,54901,55139.0,1600,1068.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
12557,54901,55139.0,1600,1068.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
19092,54901,55139.0,1600,1065.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
19326,54901,55139.0,1600,2047.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
22513,54901,55139.0,1600,1025.0,Assigned,55139001600,55139.0,WI,Winnebago County,55139001600.0,1.0,94.10207029,5.897929706,Urban,Urban,Match
447,53549,55055.0,101000,1013.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
592,53549,55055.0,101000,3022.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
3520,53549,55055.0,101000,1047.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
6623,53549,55055.0,101000,1033.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
7960,53549,55055.0,101000,3011.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
9621,53549,55055.0,101000,1050.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
17011,53549,55055.0,101000,1062.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
18751,53549,55055.0,101000,1015.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
20248,53549,55055.0,101000,1014.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
20891,53549,55055.0,101000,1038.0,Assigned,55055101000,55055.0,WI,Jefferson County,55055101000.0,4.0,94.23599782,5.764002175,Urban,Urban,Match
6465,54143,55075.0,961400,1019.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
14583,54143,55075.0,961400,2014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
14876,54143,55075.0,961400,1000.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
15413,54143,55075.0,961400,4021.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
17010,54143,55075.0,961400,1000.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
17518,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
17769,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
