Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
9533,53704,55025.0,2200,3009.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
9537,53144,55059.0,1300,4016.0,Assigned,55059001300,55059.0,WI,Kenosha County,55059001300.0,1.0,100.0,0.0,Urban,Urban,Match
9539,53590,55025.0,11505,2002.0,Assigned,55025011505,55025.0,WI,Dane County,55025011505.0,1.0,100.0,0.0,Urban,Urban,Match
9548,53703,55025.0,1605,2000.0,Assigned,55025001605,55025.0,WI,Dane County,55025001605.0,1.0,100.0,0.0,Urban,Urban,Match
9551,53703,55025.0,1603,1006.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9554,54481,55097.0,960800,1040.0,Assigned,55097960800,55097.0,WI,Portage County,55097960800.0,4.0,100.0,0.0,Urban,Urban,Match
9557,53150,55133.0,201701,4016.0,Assigned,55133201701,55133.0,WI,Waukesha County,55133201701.0,1.0,100.0,0.0,Urban,Urban,Match
9558,53703,55025.0,1802,2007.0,Assigned,55025001802,55025.0,WI,Dane County,55025001802.0,1.0,100.0,0.0,Urban,Urban,Match
9559,54481,55097.0,960400,5005.0,Assigned,55097960400,55097.0,WI,Portage County,55097960400.0,4.0,100.0,0.0,Urban,Urban,Match
9563,53726,55025.0,902,3000.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9565,53094,55055.0,100200,1008.0,Assigned,55055100200,55055.0,WI,Jefferson County,55055100200.0,4.0,100.0,0.0,Urban,Urban,Match
9566,53706,55025.0,1102,2000.0,Assigned,55025001102,55025.0,WI,Dane County,55025001102.0,1.0,100.0,0.0,Urban,Urban,Match
9568,53511,55105.0,1700,2013.0,Assigned,55105001700,55105.0,WI,Rock County,55105001700.0,1.0,100.0,0.0,Urban,Urban,Match
9577,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9579,53094,55055.0,100200,3028.0,Assigned,55055100200,55055.0,WI,Jefferson County,55055100200.0,4.0,100.0,0.0,Urban,Urban,Match
9580,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9581,53703,55025.0,1605,2002.0,Assigned,55025001605,55025.0,WI,Dane County,55025001605.0,1.0,100.0,0.0,Urban,Urban,Match
9582,53222,55079.0,5600,1004.0,Assigned,55079005600,55079.0,WI,Milwaukee County,55079005600.0,1.0,100.0,0.0,Urban,Urban,Match
9586,53209,55079.0,60102,1000.0,Assigned,55079060102,55079.0,WI,Milwaukee County,55079060102.0,1.0,100.0,0.0,Urban,Urban,Match
9587,53703,55025.0,1606,2004.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9590,53704,55025.0,2301,1009.0,Assigned,55025002301,55025.0,WI,Dane County,55025002301.0,1.0,100.0,0.0,Urban,Urban,Match
9591,53537,55105.0,700,3005.0,Assigned,55105000700,55105.0,WI,Rock County,55105000700.0,1.0,100.0,0.0,Urban,Urban,Match
9594,54403,55073.0,800,2012.0,Assigned,55073000800,55073.0,WI,Marathon County,55073000800.0,1.0,100.0,0.0,Urban,Urban,Match
9596,53716,55025.0,3100,4000.0,Assigned,55025003100,55025.0,WI,Dane County,55025003100.0,1.0,100.0,0.0,Urban,Urban,Match
9606,53215,55079.0,16000,1000.0,Assigned,55079016000,55079.0,WI,Milwaukee County,55079016000.0,1.0,100.0,0.0,Urban,Urban,Match
9609,53703,55025.0,1603,1003.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9611,54403,55073.0,800,2012.0,Assigned,55073000800,55073.0,WI,Marathon County,55073000800.0,1.0,100.0,0.0,Urban,Urban,Match
9612,53217,55079.0,70300,5004.0,Assigned,55079070300,55079.0,WI,Milwaukee County,55079070300.0,1.0,100.0,0.0,Urban,Urban,Match
9613,53715,55025.0,1603,2002.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9617,53150,55133.0,201701,4016.0,Assigned,55133201701,55133.0,WI,Waukesha County,55133201701.0,1.0,100.0,0.0,Urban,Urban,Match
9624,53716,55025.0,3100,4000.0,Assigned,55025003100,55025.0,WI,Dane County,55025003100.0,1.0,100.0,0.0,Urban,Urban,Match
9625,53703,55025.0,1603,1003.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9630,54935,55039.0,40800,1002.0,Assigned,55039040800,55039.0,WI,Fond du Lac County,55039040800.0,1.0,100.0,0.0,Urban,Urban,Match
9633,53703,55025.0,1604,2002.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9636,53224,55079.0,302,1013.0,Assigned,55079000302,55079.0,WI,Milwaukee County,55079000302.0,1.0,100.0,0.0,Urban,Urban,Match
9637,53715,55025.0,1101,1005.0,Assigned,55025001101,55025.0,WI,Dane County,55025001101.0,1.0,100.0,0.0,Urban,Urban,Match
9649,53083,55117.0,300,4015.0,Assigned,55117000300,55117.0,WI,Sheboygan County,55117000300.0,1.0,100.0,0.0,Urban,Urban,Match
9659,53703,55025.0,1606,2000.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9661,53704,55025.0,2200,2001.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
9663,53150,55133.0,201800,1025.0,Assigned,55133201800,55133.0,WI,Waukesha County,55133201800.0,1.0,100.0,0.0,Urban,Urban,Match
9668,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9673,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9674,53703,55025.0,1604,4001.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9677,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9679,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9685,53224,55079.0,202,3006.0,Assigned,55079000202,55079.0,WI,Milwaukee County,55079000202.0,1.0,100.0,0.0,Urban,Urban,Match
9687,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9693,53703,55025.0,1606,1002.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9697,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9698,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9699,53218,55079.0,1600,1000.0,Assigned,55079001600,55079.0,WI,Milwaukee County,55079001600.0,1.0,100.0,0.0,Urban,Urban,Match
9700,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9701,53132,55079.0,150303,1003.0,Assigned,55079150303,55079.0,WI,Milwaukee County,55079150303.0,1.0,100.0,0.0,Urban,Urban,Match
9707,53704,55025.0,2302,1025.0,Assigned,55025002302,55025.0,WI,Dane County,55025002302.0,1.0,100.0,0.0,Urban,Urban,Match
9710,53562,55025.0,11101,1015.0,Assigned,55025011101,55025.0,WI,Dane County,55025011101.0,1.0,100.0,0.0,Urban,Urban,Match
9711,53703,55025.0,1606,1000.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9715,53210,55079.0,6200,3001.0,Assigned,55079006200,55079.0,WI,Milwaukee County,55079006200.0,1.0,100.0,0.0,Urban,Urban,Match
9716,53216,55079.0,5000,1010.0,Assigned,55079005000,55079.0,WI,Milwaukee County,55079005000.0,1.0,100.0,0.0,Urban,Urban,Match
9717,53206,55079.0,6800,4006.0,Assigned,55079006800,55079.0,WI,Milwaukee County,55079006800.0,1.0,100.0,0.0,Urban,Urban,Match
9718,53711,55025.0,1101,2016.0,Assigned,55025001101,55025.0,WI,Dane County,55025001101.0,1.0,100.0,0.0,Urban,Urban,Match
9719,53217,55079.0,70300,3000.0,Assigned,55079070300,55079.0,WI,Milwaukee County,55079070300.0,1.0,100.0,0.0,Urban,Urban,Match
9720,53714,55025.0,2601,2008.0,Assigned,55025002601,55025.0,WI,Dane County,55025002601.0,1.0,100.0,0.0,Urban,Urban,Match
9721,53226,55079.0,90600,1017.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
9724,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9727,53704,55025.0,1804,2006.0,Assigned,55025001804,55025.0,WI,Dane County,55025001804.0,1.0,100.0,0.0,Urban,Urban,Match
9730,53703,55025.0,1802,2007.0,Assigned,55025001802,55025.0,WI,Dane County,55025001802.0,1.0,100.0,0.0,Urban,Urban,Match
9733,53704,55025.0,2603,2067.0,Assigned,55025002603,55025.0,WI,Dane County,55025002603.0,1.0,100.0,0.0,Urban,Urban,Match
9734,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9735,53713,55025.0,1401,4007.0,Assigned,55025001401,55025.0,WI,Dane County,55025001401.0,1.0,100.0,0.0,Urban,Urban,Match
9736,53713,55025.0,1401,2002.0,Assigned,55025001401,55025.0,WI,Dane County,55025001401.0,1.0,100.0,0.0,Urban,Urban,Match
9737,53511,55105.0,2000,2021.0,Assigned,55105002000,55105.0,WI,Rock County,55105002000.0,1.0,100.0,0.0,Urban,Urban,Match
9738,53215,55079.0,20100,2002.0,Assigned,55079020100,55079.0,WI,Milwaukee County,55079020100.0,1.0,100.0,0.0,Urban,Urban,Match
9739,53703,55025.0,1802,1013.0,Assigned,55025001802,55025.0,WI,Dane County,55025001802.0,1.0,100.0,0.0,Urban,Urban,Match
9740,53226,55079.0,90600,1017.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
9741,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9742,53716,55025.0,10400,3018.0,Assigned,55025010400,55025.0,WI,Dane County,55025010400.0,1.0,100.0,0.0,Urban,Urban,Match
9744,53713,55025.0,1401,4007.0,Assigned,55025001401,55025.0,WI,Dane County,55025001401.0,1.0,100.0,0.0,Urban,Urban,Match
9746,53726,55025.0,902,3000.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9748,53726,55025.0,902,3000.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9758,53711,55025.0,600,1036.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
9759,53546,55105.0,1100,1026.0,Assigned,55105001100,55105.0,WI,Rock County,55105001100.0,1.0,100.0,0.0,Urban,Urban,Match
9766,53726,55025.0,902,1009.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9767,53209,55079.0,60200,4000.0,Assigned,55079060200,55079.0,WI,Milwaukee County,55079060200.0,1.0,100.0,0.0,Urban,Urban,Match
9768,53726,55025.0,902,3000.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9770,53226,55079.0,90600,1017.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
9772,53213,55079.0,90900,4007.0,Assigned,55079090900,55079.0,WI,Milwaukee County,55079090900.0,1.0,100.0,0.0,Urban,Urban,Match
9773,53081,55117.0,201,1012.0,Assigned,55117000201,55117.0,WI,Sheboygan County,55117000201.0,1.0,100.0,0.0,Urban,Urban,Match
9777,53511,55105.0,2300,2008.0,Assigned,55105002300,55105.0,WI,Rock County,55105002300.0,1.0,100.0,0.0,Urban,Urban,Match
9778,53226,55079.0,90600,1017.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
9781,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9782,53220,55079.0,19800,3007.0,Assigned,55079019800,55079.0,WI,Milwaukee County,55079019800.0,1.0,100.0,0.0,Urban,Urban,Match
9784,53704,55025.0,2100,2011.0,Assigned,55025002100,55025.0,WI,Dane County,55025002100.0,1.0,100.0,0.0,Urban,Urban,Match
9786,53226,55079.0,90600,1017.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
9787,54143,55075.0,961500,1064.0,Assigned,55075961500,55075.0,WI,Marinette County,55075961500.0,4.0,100.0,0.0,Urban,Urban,Match
9788,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9789,53704,55025.0,2200,2018.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
9790,53216,55079.0,3800,2009.0,Assigned,55079003800,55079.0,WI,Milwaukee County,55079003800.0,1.0,100.0,0.0,Urban,Urban,Match
9791,53706,55025.0,1102,1002.0,Assigned,55025001102,55025.0,WI,Dane County,55025001102.0,1.0,100.0,0.0,Urban,Urban,Match
9792,53703,55025.0,1606,1000.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9795,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9796,53511,55105.0,2500,2003.0,Assigned,55105002500,55105.0,WI,Rock County,55105002500.0,1.0,100.0,0.0,Urban,Urban,Match
9797,53703,55025.0,1606,1002.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9798,53211,55079.0,7300,3002.0,Assigned,55079007300,55079.0,WI,Milwaukee County,55079007300.0,1.0,100.0,0.0,Urban,Urban,Match
9801,53703,55025.0,1802,1002.0,Assigned,55025001802,55025.0,WI,Dane County,55025001802.0,1.0,100.0,0.0,Urban,Urban,Match
9802,53210,55079.0,5800,3009.0,Assigned,55079005800,55079.0,WI,Milwaukee County,55079005800.0,1.0,100.0,0.0,Urban,Urban,Match
9803,53703,55025.0,1605,2000.0,Assigned,55025001605,55025.0,WI,Dane County,55025001605.0,1.0,100.0,0.0,Urban,Urban,Match
9807,53711,55025.0,1101,2016.0,Assigned,55025001101,55025.0,WI,Dane County,55025001101.0,1.0,100.0,0.0,Urban,Urban,Match
9808,53704,55025.0,2401,3009.0,Assigned,55025002401,55025.0,WI,Dane County,55025002401.0,1.0,100.0,0.0,Urban,Urban,Match
9809,53705,55025.0,800,1003.0,Assigned,55025000800,55025.0,WI,Dane County,55025000800.0,1.0,100.0,0.0,Urban,Urban,Match
9810,53715,55025.0,1603,2002.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9813,53726,55025.0,901,1002.0,Assigned,55025000901,55025.0,WI,Dane County,55025000901.0,1.0,100.0,0.0,Urban,Urban,Match
9814,53703,55025.0,1603,2004.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9815,53213,55079.0,90900,4007.0,Assigned,55079090900,55079.0,WI,Milwaukee County,55079090900.0,1.0,100.0,0.0,Urban,Urban,Match
9816,53703,55025.0,1603,2004.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9817,53711,55025.0,1000,2007.0,Assigned,55025001000,55025.0,WI,Dane County,55025001000.0,1.0,100.0,0.0,Urban,Urban,Match
9820,53711,55025.0,1000,2007.0,Assigned,55025001000,55025.0,WI,Dane County,55025001000.0,1.0,100.0,0.0,Urban,Urban,Match
9821,53511,55105.0,1900,1019.0,Assigned,55105001900,55105.0,WI,Rock County,55105001900.0,1.0,100.0,0.0,Urban,Urban,Match
9822,53726,55025.0,902,2000.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9823,53703,55025.0,1604,3001.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9824,53703,55025.0,1604,1000.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9826,53703,55025.0,1604,3001.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9828,53713,55025.0,1501,1007.0,Assigned,55025001501,55025.0,WI,Dane County,55025001501.0,1.0,100.0,0.0,Urban,Urban,Match
9845,53711,55025.0,501,1005.0,Assigned,55025000501,55025.0,WI,Dane County,55025000501.0,1.0,100.0,0.0,Urban,Urban,Match
9846,53714,55025.0,3002,2017.0,Assigned,55025003002,55025.0,WI,Dane County,55025003002.0,1.0,100.0,0.0,Urban,Urban,Match
9857,53703,55025.0,1604,1000.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9863,53704,55025.0,2200,2012.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
9867,53715,55025.0,1606,3003.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9875,53205,55079.0,186100,2003.0,Assigned,55079186100,55079.0,WI,Milwaukee County,55079186100.0,1.0,100.0,0.0,Urban,Urban,Match
9879,53218,55079.0,2900,2007.0,Assigned,55079002900,55079.0,WI,Milwaukee County,55079002900.0,1.0,100.0,0.0,Urban,Urban,Match
9882,53711,55025.0,600,2009.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
9884,53714,55025.0,3002,2017.0,Assigned,55025003002,55025.0,WI,Dane County,55025003002.0,1.0,100.0,0.0,Urban,Urban,Match
9885,53711,55025.0,600,2009.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
9886,53714,55025.0,2000,2007.0,Assigned,55025002000,55025.0,WI,Dane County,55025002000.0,1.0,100.0,0.0,Urban,Urban,Match
9887,53719,55025.0,406,1055.0,Assigned,55025000406,55025.0,WI,Dane County,55025000406.0,1.0,100.0,0.0,Urban,Urban,Match
9890,53714,55025.0,2700,1003.0,Assigned,55025002700,55025.0,WI,Dane County,55025002700.0,1.0,100.0,0.0,Urban,Urban,Match
9891,53545,55105.0,700,2026.0,Assigned,55105000700,55105.0,WI,Rock County,55105000700.0,1.0,100.0,0.0,Urban,Urban,Match
9893,53225,55079.0,502,3006.0,Assigned,55079000502,55079.0,WI,Milwaukee County,55079000502.0,1.0,100.0,0.0,Urban,Urban,Match
9895,53703,55025.0,1604,3001.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9898,53704,55025.0,2401,3015.0,Assigned,55025002401,55025.0,WI,Dane County,55025002401.0,1.0,100.0,0.0,Urban,Urban,Match
9902,53703,55025.0,1604,1000.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9907,53098,55027.0,962000,1007.0,Assigned,55027962000,55027.0,WI,Dodge County,55027962000.0,4.0,100.0,0.0,Urban,Urban,Match
9911,53546,55105.0,1100,3004.0,Assigned,55105001100,55105.0,WI,Rock County,55105001100.0,1.0,100.0,0.0,Urban,Urban,Match
9912,53714,55025.0,3002,2007.0,Assigned,55025003002,55025.0,WI,Dane County,55025003002.0,1.0,100.0,0.0,Urban,Urban,Match
9915,53209,55079.0,60200,4000.0,Assigned,55079060200,55079.0,WI,Milwaukee County,55079060200.0,1.0,100.0,0.0,Urban,Urban,Match
9918,53703,55025.0,1704,1003.0,Assigned,55025001704,55025.0,WI,Dane County,55025001704.0,1.0,100.0,0.0,Urban,Urban,Match
9926,53717,55025.0,205,3007.0,Assigned,55025000205,55025.0,WI,Dane County,55025000205.0,1.0,100.0,0.0,Urban,Urban,Match
9928,53218,55079.0,3100,3007.0,Assigned,55079003100,55079.0,WI,Milwaukee County,55079003100.0,1.0,100.0,0.0,Urban,Urban,Match
9929,53715,55025.0,1603,2002.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9931,53726,55025.0,902,1001.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9936,53717,55025.0,204,3004.0,Assigned,55025000204,55025.0,WI,Dane County,55025000204.0,1.0,100.0,0.0,Urban,Urban,Match
9939,53207,55079.0,186600,2001.0,Assigned,55079186600,55079.0,WI,Milwaukee County,55079186600.0,1.0,100.0,0.0,Urban,Urban,Match
9940,53703,55025.0,1603,2004.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9943,53726,55025.0,902,3016.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
9946,53704,55025.0,2200,2007.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
9948,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9953,53713,55025.0,1402,2008.0,Assigned,55025001402,55025.0,WI,Dane County,55025001402.0,1.0,100.0,0.0,Urban,Urban,Match
9955,53703,55025.0,1604,3001.0,Assigned,55025001604,55025.0,WI,Dane County,55025001604.0,1.0,100.0,0.0,Urban,Urban,Match
9961,53715,55025.0,1603,2002.0,Assigned,55025001603,55025.0,WI,Dane County,55025001603.0,1.0,100.0,0.0,Urban,Urban,Match
9966,53209,55079.0,2100,1010.0,Assigned,55079002100,55079.0,WI,Milwaukee County,55079002100.0,1.0,100.0,0.0,Urban,Urban,Match
9967,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9968,53703,55025.0,1606,1002.0,Assigned,55025001606,55025.0,WI,Dane County,55025001606.0,1.0,100.0,0.0,Urban,Urban,Match
9969,53216,55079.0,5000,4000.0,Assigned,55079005000,55079.0,WI,Milwaukee County,55079005000.0,1.0,100.0,0.0,Urban,Urban,Match
9972,53211,55079.0,7600,1000.0,Assigned,55079007600,55079.0,WI,Milwaukee County,55079007600.0,1.0,100.0,0.0,Urban,Urban,Match
9973,53706,55025.0,1101,2003.0,Assigned,55025001101,55025.0,WI,Dane County,55025001101.0,1.0,100.0,0.0,Urban,Urban,Match
9974,53129,55079.0,120501,1003.0,Assigned,55079120501,55079.0,WI,Milwaukee County,55079120501.0,1.0,100.0,0.0,Urban,Urban,Match
9975,53711,55025.0,407,1002.0,Assigned,55025000407,55025.0,WI,Dane County,55025000407.0,1.0,100.0,0.0,Urban,Urban,Match
9977,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9982,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9984,53218,55079.0,1600,1003.0,Assigned,55079001600,55079.0,WI,Milwaukee County,55079001600.0,1.0,100.0,0.0,Urban,Urban,Match
9986,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9987,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9989,53005,55133.0,201101,2048.0,Assigned,55133201101,55133.0,WI,Waukesha County,55133201101.0,1.0,100.0,0.0,Urban,Urban,Match
9990,53005,55133.0,200901,1013.0,Assigned,55133200901,55133.0,WI,Waukesha County,55133200901.0,1.0,100.0,0.0,Urban,Urban,Match
9992,53704,55025.0,2200,1017.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
