ZipCode,CountyFIPS,CensusTract,CensusBlock
53224,55079,101,2006
53215,55079,16200,3006
53215,55079,16000,1006
53224,55079,101,2006
53208,55079,12500,1034
53208,55079,9000,3005
53207,55079,21100,1000
53219,55079,101700,3006
53220,55079,19700,3011
53227,55079,101300,1000
53207,55079,186600,2004
53122,55133,201000,3015
53213,55079,91300,2028
53072,55133,203602,4007
53072,55133,203602,4007
53223,55079,800,2001
53149,55133,203802,2000
53089,55133,203403,2015
53024,55089,640200,2060
53151,55133,201505,2021
53146,55133,201600,1003
53024,,,
53189,55133,202101,2014
53151,55133,201506,1017
53092,,,
53092,55089,660301,3000
53092,55089,660301,3000
53129,55079,140201,3006
53217,55079,60200,1031
53211,55079,80200,3009
53228,55079,19500,1009
53214,55079,110100,2005
53219,55079,101800,1006
53129,55079,140100,2010
53220,55079,120203,1022
53211,55079,70200,4009
53213,55079,91000,6004
53223,55079,50101,3008
53209,55079,60200,5000
53216,55079,5000,1004
53172,55079,170100,1029
53132,55079,150301,4008
53225,55079,400,2000
53103,55133,202001,1016
53172,55079,170100,1029
53211,55079,80300,2010
53219,55079,19000,5001
53221,55079,150100,4001
53221,55079,120501,3007
53129,55079,140100,1020
53220,55079,19700,2001
53130,55079,130100,2023
53217,55079,30100,1007
53217,55079,70100,4003
53154,55079,160300,1028
53132,55079,150301,2011
53207,55079,20800,4004
53209,55079,60200,4012
53223,55079,101,4005
53223,55079,101,4002
53129,55079,140202,4013
53221,55079,120502,2011
53204,55079,16900,2007
53129,55079,140100,1020
53207,55079,20600,1014
53129,55079,140100,1020
53222,55079,5700,2018
53132,55079,187300,1000
53214,55079,110100,2012
53110,55079,180500,2011
53219,55079,101800,1021
53227,55079,101400,1008
53110,55079,180500,1001
53172,55079,170200,2019
53132,55079,150303,1018
53217,55079,70300,5003
53005,55133,200901,2002
53217,55079,60200,1019
53223,55079,50102,5006
53213,55079,91400,2000
53220,55079,19700,3011
53216,55079,5100,3001
53189,55133,202001,2002
53225,55079,501,1000
53214,55079,100700,3007
53216,55079,5100,3001
53216,55079,5100,3001
53218,55079,3000,4014
53132,55079,187300,3037
53226,55079,90300,2025
53208,55079,13300,1008
53219,55079,101500,4001
53223,55079,600,2000
53132,55079,187300,3037
53227,55079,101000,3001
53188,55133,203103,5007
53185,55101,2701,2019
53066,55133,204301,2010
53235,55079,185200,2010
53150,55133,201701,3034
53132,55079,187300,3003
53213,55079,91000,3000
53185,55101,2001,2003
53185,55101,2001,2003
53228,55079,120101,2023
53146,55133,201600,2004
53150,55133,201704,3004
53402,55101,1400,7009
53132,55079,187300,1011
53005,55133,200901,2002
53130,55079,130200,1006
53228,55079,120102,1003
53213,55079,91200,1006
53132,55079,150304,1009
53172,55079,170500,1005
53216,55079,4000,1009
53213,55079,91200,2000
53110,55079,180200,2008
53220,55079,120202,3000
53228,55079,120102,1020
53216,55079,5100,1002
53228,55133,201503,3010
53218,55079,3000,2005
53214,55079,100600,2002
53154,55079,160203,2010
53221,55079,21500,2017
53224,55079,201,3000
53225,55079,303,2012
53225,55079,303,1009
53204,55079,16600,2002
53204,55079,16600,2002
53225,55079,502,2014
53225,55079,303,2012
53225,55079,303,2012
53224,55079,202,3006
53223,55079,50102,4005
53225,55079,1400,2002
53215,55079,20500,1001
53228,55079,19500,1012
53218,55079,1400,1004
53221,55079,20200,1002
53217,55079,35200,3002
53212,55079,7900,2007
53219,55079,101500,1006
53132,55079,150304,3000
53221,55079,120400,5001
53222,55079,90100,1009
53226,55079,90600,1007
53219,55079,101800,2008
53132,55079,150303,2002
53129,55079,140201,1006
53132,55079,150100,1012
53228,55079,120203,1013
53110,55079,180500,3000
53129,55079,140201,1006
53132,55079,187300,3006
53225,55079,90100,1000
53227,55079,101400,3006
53223,55079,600,4016
53219,55079,100200,4012
53209,55079,2000,2006
53110,55079,180400,3000
53223,55079,102,2010
53215,55079,17000,4006
53215,55079,18800,2004
53215,55079,20500,3006
53213,55079,91200,4014
53208,55079,13400,2012
53215,55079,18700,2008
53212,55079,7900,2003
53235,55079,185200,1016
53213,55079,91200,4018
53235,55079,185200,1002
53218,55079,2900,1001
53208,55079,12500,1034
53217,55079,70200,4005
53172,55079,170200,2003
53072,55133,203305,2063
53217,55079,70100,1009
53186,55133,202800,2026
53132,55079,187300,2014
53132,55079,150100,4013
53132,55079,150100,4013
53213,55079,91100,3023
53225,55079,90100,2020
53228,55079,120102,2014
53132,55079,150100,3001
53129,55079,140202,3000
53221,55079,120502,2003
53132,55079,150100,4003
53222,55079,90300,2001
53132,55079,187300,1000
53129,55079,140100,2029
53217,55079,40100,1014
53154,55079,160300,1049
53211,55079,80300,3003
53227,55079,101000,3001
53228,55079,120102,2013
53223,55079,50102,1006
53228,55079,120102,2013
53213,55079,91300,3005
53227,55079,101100,2004
53129,55079,140202,4006
53228,55079,120101,2005
53209,55079,50102,5003
53223,55079,700,3000
53227,55079,101100,1015
53220,55079,120502,1006
53223,55079,700,3008
53217,55079,60200,1019
53129,55079,140201,2005
53110,55079,180300,1004
53154,55079,160204,1004
53132,55079,150303,1024
53154,55079,160203,3000
53172,55079,170300,1013
53132,55079,187200,1020
53217,55079,35200,2000
53217,55079,30100,1021
53221,55079,120501,3019
53154,55079,160203,1015
53129,55079,140100,2010
53209,55079,60102,1004
53220,55079,120400,3007
53213,55079,91000,5007
53219,55079,101500,2006
53213,55079,12600,3006
53132,55079,187300,1006
53226,55079,90600,3008
53129,55079,140201,2010
53209,55079,2600,3003
53228,55079,19500,2000
53220,55079,120202,3000
53221,55079,21700,2014
53132,55079,150303,2017
53129,55079,140201,1021
53217,55079,35200,4007
53221,55079,21700,2014
53217,55079,70100,5007
53132,55079,187200,2011
53132,55079,150303,1015
53204,55079,186500,1005
53219,55079,19100,3010
53219,55079,19100,3010
53220,55079,19700,3012
53154,55079,160203,3004
53129,55079,140201,2022
53207,55079,18400,1001
53217,55079,70200,3013
53172,55079,170600,1004
53215,55079,20100,1020
53217,55079,35200,3021
53218,55079,2900,2005
53214,55079,110100,1014
53214,55079,100100,1004
53209,55079,2300,2007
53212,55079,10700,2006
53219,55079,101600,5015
53217,55079,60200,1020
53208,55079,13600,2004
53210,55079,5900,3002
53154,55079,160203,2012
53204,55079,17000,3006
53215,55079,19000,2008
53207,55079,186600,1015
53224,55079,600,3007
53208,55079,12400,1006
53204,55079,16700,2006
53215,55079,17400,1002
53154,55079,160100,2010
53154,55079,160203,3000
53132,55079,150100,2004
53215,55079,20400,2007
53215,55079,18700,1005
53209,55079,60102,2029
53225,55079,400,1004
53204,55079,17000,3006
53215,55079,19000,2008
53215,55079,17000,5005
53217,55079,35200,3002
53215,55079,17000,4002
53204,55079,17000,1002
53223,55079,800,1006
53218,,,
53225,55079,3300,6001
53209,55079,900,1015
53223,55079,50101,1009
53222,55079,5500,1004
53217,55079,60101,3027
53225,55079,400,1007
53218,55079,1900,3003
53218,55079,1900,3003
53218,55079,1900,3003
53209,55079,2200,2017
53213,55079,90900,3008
53217,55079,60101,2027
53208,55079,13600,1001
53223,55079,800,1011
53223,55079,50101,1009
53223,55079,700,1012
53223,55079,700,1012
53223,55079,700,1012
53202,55079,187000,2001
53209,55079,900,1015
53202,55079,11000,1002
53224,55079,600,3007
53215,55079,20300,1003
53212,55079,8100,1005
53207,55079,186600,1000
53204,55079,16200,2000
53214,55079,13000,1008
53218,55079,3200,1011
53209,55079,4300,2009
53214,55079,100200,1009
53221,55079,21400,2008
53204,55079,16900,1007
53215,55079,17500,4001
53215,55079,18700,3006
53215,55079,17500,4001
53204,55079,15700,3001
53215,55079,17300,1003
53204,55079,16900,2002
53202,55079,11000,1001
53215,55079,18700,3006
53215,55079,18600,1002
53228,55079,19500,2021
53215,55079,17500,4001
53207,55079,21000,1002
53233,55079,14800,2003
53204,55079,16600,2011
53221,55079,21500,2002
53215,55079,17500,2001
53215,55079,17000,4002
53204,55079,16300,4002
53215,55079,17000,4006
53215,55079,17100,2003
53215,55079,17500,3000
53154,,,
53223,55079,101,1004
53154,55079,160100,4023
53223,55079,101,1004
53222,55079,5400,4004
53224,55079,304,2020
53223,55079,101,1004
53218,55079,2700,2001
53212,55079,7100,2004
53154,55079,160203,2019
53154,55079,160202,4013
53154,55079,160300,1043
53154,55079,160202,1009
53154,55079,160203,3004
53154,55079,160204,3000
53132,55079,187200,1033
53227,55079,19400,1003
53220,55079,120201,2011
53218,55079,3100,1003
53218,55079,3100,1003
53218,55079,3100,1002
53154,55079,160100,4012
53208,55079,9400,3007
53217,55079,70100,4003
53217,55079,30100,2018
53211,55079,70200,2006
53202,55079,11000,2002
53211,55079,7600,1001
53211,55079,80300,3008
53132,55079,150303,2017
53220,55079,120400,4010
53209,55079,60200,5000
53217,55079,35200,1006
53217,55079,35100,1001
53204,55079,16500,1006
53129,55079,140201,3004
53214,55079,100500,4003
53208,55079,9000,3003
53206,55079,6600,2010
53218,55079,1200,3002
53218,55079,2000,3008
53209,55079,4300,1006
53216,55079,3900,1000
53209,55079,1100,1019
53218,55079,1600,1004
53150,55133,201900,1000
53183,55133,203804,1020
53206,55079,8800,2002
53226,55079,12800,1025
53211,55079,80300,5003
53151,,,
53151,,,
53005,55133,201102,2006
53058,55133,203500,2013
53214,55079,100500,4003
53072,55133,203304,2027
53151,55133,201503,2001
53066,55133,204200,2025
53132,55079,150100,1029
53209,55079,60101,3026
53223,55079,50101,3021
53132,55079,150100,3029
53228,55079,19400,1015
53188,55133,202201,4000
53219,55079,19800,1007
53217,55079,30100,1035
53217,55079,35200,1006
53211,55079,80200,2000
53154,55079,160204,3003
53209,55079,60101,3009
53223,55079,50101,2010
53211,55079,80300,2010
53215,55079,17300,2001
53005,55133,200902,4000
54901,,,
53069,55133,204502,4002
53214,55079,100500,2003
53029,55133,203602,3002
53151,55133,201506,1018
53233,55079,186300,1019
53233,55079,186300,1019
53214,55079,100600,1003
53218,55079,1200,2005
53202,55079,11200,1007
53202,55079,11300,1016
53226,55079,185300,3029
53223,55079,50101,4022
53208,55079,12300,1014
53215,55079,20400,1000
53218,55079,1300,3004
53223,55079,50101,4022
53204,55079,16900,2011
53215,55079,20000,2001
53226,55079,90700,1002
53226,55079,185300,1028
53154,55079,160203,1021
53204,55079,187400,1111
53222,55079,5500,4008
53202,55079,186900,1002
53204,55079,16600,1001
53204,55079,16300,1001
53213,55079,12900,1003
53215,55079,16100,3014
53217,55079,35200,3023
53154,55079,160202,1007
53154,,,
53154,,160300,
53154,55079,160300,1043
53154,55079,160100,4023
53208,55079,13400,3005
53219,55079,101600,3010
53154,55079,160300,1043
53215,55079,17200,1000
53154,55079,160203,1012
53204,55079,16500,2008
53204,55079,16200,1003
53154,55079,160202,1017
53154,55079,160203,2005
53222,55079,5400,4004
53209,55079,1100,3000
53144,55059,700,1014
53110,55079,180300,1011
53204,55079,17000,2007
53219,55079,101500,2008
53204,55079,16900,1001
53213,55079,12500,2000
53204,55079,186500,1016
53204,55079,16400,3003
53220,55079,19800,4008
53218,55079,2900,2000
53204,55079,16700,2005
53215,55079,18700,1001
53215,55079,20400,3001
53207,55079,21100,1018
53215,55079,17400,1001
53221,55079,120501,3006
53215,55079,17500,2001
53215,55079,18700,2008
53215,55079,20500,2005
53220,55079,19800,2007
53220,55079,120202,2014
53216,55079,5100,2004
53027,55027,961500,3099
53095,55131,420103,4054
53090,55131,420105,1039
53211,55079,70300,2010
53027,55027,961500,3099
53095,55131,420300,3017
53095,55131,400104,1024
53189,55133,202103,1049
53211,55079,70200,2007
54952,55015,20308,1000
53132,55079,187300,3034
54981,55135,100500,1139
54952,55015,20308,1000
54235,55029,100900,2023
54106,55087,12902,2038
54130,55087,12400,2018
53172,55079,170200,2017
53226,55079,90800,1011
53188,55133,203102,5013
53215,55079,17300,1000
53149,55127,101,1018
53150,55133,201701,4008
54212,55029,100300,1147
54130,55087,12300,1020
54217,55029,101000,2025
53511,55105,1600,4010
53226,55079,90700,1015
53189,55133,202101,2053
53151,,,
54130,55087,12400,1027
53225,55079,90100,2018
53204,55079,16300,1010
53221,55079,21800,1003
53208,55079,9700,2014
53218,55079,3300,2004
53218,55079,3100,4006
53208,55079,12500,2015
53215,55079,20400,1006
53221,55079,21800,1007
53204,55079,187400,1083
53211,55079,80200,1009
53206,55079,8400,2008
53207,55079,20700,3007
53222,55079,5500,2000
53215,55079,17600,2000
53213,55079,12600,3014
53204,55079,186500,1032
53224,55079,304,2016
53207,55079,20800,4006
53218,55079,3100,2010
53154,55079,160300,4026
53217,55079,70200,1002
53154,55079,160300,1027
53154,55079,160300,1011
53211,55079,7600,3002
53218,55079,2900,2000
53208,55079,13600,1007
53207,55079,18100,2002
53219,55079,101600,3002
53210,55079,9200,1007
53130,55079,130200,1002
54915,55087,10601,3013
53597,55025,11200,3038
53532,55025,13302,2003
53132,55079,150301,3015
53024,55089,640200,4027
54130,55087,12100,1002
54915,55015,20800,1009
53207,55079,20900,2009
53563,55105,3100,1024
53188,55133,203804,1001
53590,55025,11600,2038
54956,55139,2400,4018
53151,55133,201504,2000
53189,55133,202102,3010
54915,55087,10601,3013
53532,55025,13302,2003
53590,55025,11505,2014
54106,55087,12800,4016
54235,55029,100700,1009
53563,55105,3100,4006
53150,55133,201701,1002
53089,55133,203406,3025
54956,55139,3400,4011
53597,55025,11200,3040
53716,55025,10300,2024
53072,55133,203304,2029
53132,55079,150100,1008
53005,55133,201101,4010
53151,55133,201402,1030
54956,55139,3702,3043
53120,55127,101,3018
54956,55139,3702,4029
53590,55025,11600,3008
54956,55139,2400,3003
53130,55079,130100,2009
54956,55139,3702,3072
54956,55139,2400,5018
53226,55079,91300,4008
54913,55087,12503,1008
53590,55025,11505,2002
54155,55087,940000,1045
54130,55087,12100,4022
53105,55101,2402,2007
53150,55133,201703,3009
53214,55079,100400,3005
53227,55079,19400,1014
54956,55139,3600,2022
54956,55139,3702,4041
54235,55029,100400,2178
54165,55087,13100,3024
53151,55133,201504,1036
54956,55139,3702,4039
53227,55079,101400,4012
53151,55133,201404,1027
54956,55139,3200,3000
54956,55139,3702,4030
53214,55079,12900,1015
53005,55133,200700,2014
53225,55079,301,1021
53150,55133,201703,1010
53151,55133,201504,2004
53185,55101,2702,4020
53149,55133,203902,4027
53151,55133,201504,2022
53005,55133,200901,2009
53214,55079,100400,2009
53219,55079,19800,4003
53090,55131,420106,1002
53226,55079,91100,2005
53149,55133,203901,1013
53149,55133,203802,4011
53226,55079,91300,4014
53150,55133,201704,3004
53151,55133,201505,1010
53214,55079,100500,3010
53146,55133,201300,3000
53206,55079,4600,3006
53045,55133,200803,1033
53151,55133,201506,1007
53149,,,
53149,55133,203902,3004
53092,55089,660301,3000
53097,55089,660202,2014
53223,55079,50101,1009
53092,55089,660100,2004
53217,55079,70300,1000
53186,55133,202302,3003
53226,55079,90600,3002
53186,55133,202302,3003
53189,55133,203804,5061
53151,55133,201503,1019
53208,55079,12200,1008
53005,55133,200901,2003
53150,55133,201900,2014
53213,55079,12700,1008
53223,55079,101,3000
53153,55133,203803,1030
53018,55133,203703,2017
53154,55079,160100,3014
53202,55079,11200,1000
53212,55079,7100,2000
53215,55079,15900,2002
53213,55079,91400,1011
53209,55079,2100,3002
53225,55079,502,1000
53223,55079,102,2010
53154,55079,160300,1002
53215,55079,17500,3000
53223,55079,50101,3000
53215,55079,20500,1007
53218,55079,1400,1002
53005,55133,200700,3013
53146,55133,201300,1004
53151,55133,201503,5009
53005,55133,201102,2025
53132,55079,187200,2005
53207,55079,21100,1014
53188,55133,203101,2006
53126,55101,1601,4005
53150,55133,201704,1006
53151,55133,201505,2017
53149,55133,203802,3008
53103,55133,202002,2005
53219,55079,101700,2006
53151,55133,201404,3003
53072,55133,203304,1019
53228,55079,120102,1016
53219,55079,101700,2006
53029,55133,203601,4012
53151,55133,201404,2026
53151,55133,201504,2011
53219,55079,101700,2006
53045,55133,201202,2017
53151,55133,201503,1012
53072,55133,203305,2095
53118,55133,204003,1042
53219,55079,19000,5011
53207,55079,20600,2008
53233,55079,13700,1001
53204,55079,16800,1004
53215,55079,17200,2007
53216,55079,4100,2002
53222,55079,5400,3002
53154,55079,160300,1003
53154,55079,160300,1003
53214,55079,100400,2007
53225,55079,3300,4007
53220,,,
53225,55079,502,1000
53215,55079,18800,2008
53223,55079,800,1009
53223,55079,800,1009
53154,55079,160100,2002
53154,55079,160100,1009
53154,55079,160100,1009
53209,55079,900,2007
53213,55079,13000,1005
53215,55079,16000,1005
53207,55079,18300,2001
53224,55079,102,2013
53227,55079,19400,1000
53223,55079,50101,3011
53218,55079,2000,2015
53205,55079,14100,1014
53221,55079,21600,1005
53029,55133,203406,1015
